,TSLA (NASD),,,,
Date,Open,High,Low,Close,Volume
9/16/2021,250.94,252.97,249.2,252.33,"41,770,220.77"
9/15/2021,248.33,252.29,246.12,251.94,"46,073,101.07"
9/14/2021,247.52,251.49,245.47,248.16,"55,574,698.57"
9/13/2021,246.74,248.26,236.28,247.67,"68,857,514.86"
9/10/2021,253.2,254.2,244.84,245.42,"45,552,555.55"
9/9/2021,251.14,254.03,250.54,251.62,"42,233,235.23"
9/8/2021,253.86,254.82,246.92,251.29,"56,379,164.38"
9/7/2021,246.67,253.4,246.42,250.97,"60,119,535.12"
9/3/2021,244.08,244.67,241.4,244.52,"45,813,180.81"
9/2/2021,244.83,246.99,243.51,244.13,"38,390,255.39"
9/1/2021,244.69,247.33,243.76,244.7,"39,613,044.61"
8/31/2021,244.33,246.8,242.15,245.24,"62,566,370.57"
8/30/2021,238.24,243.67,237.58,243.64,"55,812,715.81"
8/27/2021,235,238.33,234.03,237.31,"41,501,330.50"
8/26/2021,236.1,238.47,232.54,233.72,"39,642,915.64"
8/25/2021,235.68,238.99,234.67,237.07,"37,936,723.94"
8/24/2021,236.89,238.41,234.21,236.16,"39,249,252.25"
8/23/2021,228.48,237.38,226.92,235.43,"60,794,637.79"
8/20/2021,227.62,230.71,224.57,226.75,"44,525,639.53"
8/19/2021,226.07,228.85,222.53,224.49,"42,940,500.94"
8/18/2021,223.25,231.92,223.12,229.66,"61,048,186.05"
8/17/2021,224.22,224.86,216.28,221.9,"71,163,908.16"
8/16/2021,235.02,236.5,225.47,228.72,"69,309,978.31"
8/13/2021,241.24,243.3,238.11,239.06,"50,194,451.19"
8/12/2021,235.45,240.93,233.13,240.75,"53,045,111.05"
8/11/2021,237.57,238.39,234.74,235.94,"29,401,703.40"
8/10/2021,238,238.86,233.96,236.66,"40,296,955.30"
8/9/2021,236.72,239.68,235.04,237.92,"44,146,091.15"
8/6/2021,237.3,238.78,232.54,233.03,"46,869,193.87"
8/5/2021,238.67,240.32,237.14,238.21,"38,758,949.76"
8/4/2021,237,241.63,236.31,236.97,"51,007,992.01"
8/3/2021,239.67,240.88,233.67,236.58,"64,860,823.86"
8/2/2021,233.33,242.31,232.8,236.56,"100,847,395.85"
7/30/2021,223.92,232.51,223,229.07,"88,969,321.97"
7/29/2021,216.6,227.9,216.27,225.78,"91,184,002.18"
7/28/2021,215.66,218.32,213.13,215.66,"48,019,836.02"
7/27/2021,221.13,222.17,209.08,214.93,"98,439,968.44"
7/26/2021,216.99,222.73,215.7,219.21,"76,009,744.01"
7/23/2021,215.45,216.27,212.43,214.46,"43,814,875.81"
7/22/2021,218.81,220.72,214.87,216.42,"45,317,226.32"
7/21/2021,219.87,221.62,216.76,218.43,"41,860,055.86"
7/20/2021,217.33,220.8,213.5,220.17,"46,461,427.46"
7/19/2021,209.96,215.73,207.1,215.41,"63,891,333.89"
7/16/2021,218.23,218.9,214.07,214.74,"49,112,959.11"
7/15/2021,219.46,222.05,212.63,216.87,"60,628,773.63"
7/14/2021,223.58,226.2,217.61,217.79,"64,923,634.92"
7/13/2021,228.77,231.09,222.1,222.85,"62,898,338.90"
7/12/2021,220.73,229.08,220.72,228.57,"77,781,203.78"
7/9/2021,217.73,219.64,214.9,218.98,"54,421,698.42"
7/8/2021,209.46,218.14,206.82,217.6,"68,320,016.32"
7/7/2021,221.42,221.9,212.77,214.88,"56,375,936.38"
7/6/2021,227.24,228,217.13,219.86,"69,853,419.85"
7/2/2021,226.33,233.33,224.42,226.3,"81,292,203.29"
7/1/2021,227.97,229.33,224.27,225.97,"55,903,621.90"
6/30/2021,226.59,230.94,226.05,226.57,"56,774,642.77"
6/29/2021,228.22,229.17,225.3,226.92,"52,143,991.14"
6/28/2021,223.88,231.57,223.44,229.57,"64,884,541.88"
6/25/2021,229.86,231.27,222.9,223.96,"97,490,218.49"
6/24/2021,225,232.54,222.54,226.61,"137,947,295.95"
6/23/2021,210.67,219.07,210.01,218.86,"93,297,777.30"
6/22/2021,206.08,209.52,205.17,207.9,"57,476,733.48"
6/21/2021,208.16,210.46,202.96,206.94,"74,438,297.44"
6/18/2021,204.46,209.45,203.93,207.77,"73,682,788.68"
6/17/2021,200.63,207.16,200.45,205.53,"68,104,118.10"
6/16/2021,199.18,202.83,197.83,201.62,"66,432,447.43"
6/15/2021,205.56,205.6,199.41,199.79,"53,292,488.29"
6/14/2021,204.08,208.5,203.06,205.9,"61,272,010.27"
6/11/2021,203.41,204.19,200.51,203.3,"48,615,957.62"
6/10/2021,201.29,205.53,200.17,203.37,"71,758,889.76"
6/9/2021,200.72,203.93,199.21,199.59,"49,753,747.75"
6/8/2021,207.67,207.7,198.5,201.2,"78,160,293.16"
6/7/2021,197.27,203.33,194.29,201.71,"67,631,113.63"
6/4/2021,193.24,200.2,192.4,199.68,"72,110,760.11"
6/3/2021,200.6,201.52,190.41,190.95,"90,335,769.34"
6/2/2021,206.71,207.79,199.71,201.71,"69,908,406.91"
6/1/2021,209.27,211.27,206.85,207.97,"54,254,724.25"
5/28/2021,209.5,211.86,207.46,208.41,"68,211,182.21"
5/27/2021,206.75,210.38,205.4,210.28,"79,111,858.11"
5/26/2021,202.52,208.72,200.5,206.38,"85,918,000.92"
5/25/2021,202.44,204.66,198.57,201.56,"84,017,883.02"
5/24/2021,193.87,204.83,191.22,202.15,"103,674,370.67"
5/21/2021,198.7,198.89,193.33,193.63,"78,091,863.09"
5/20/2021,191.67,196.28,190.36,195.59,"92,463,449.46"
5/19/2021,184.18,188.74,182.33,187.82,"118,735,303.74"
5/18/2021,189.33,198.75,187.79,192.62,"110,491,811.49"
5/17/2021,191.85,196.58,187.07,192.28,"97,171,177.17"
5/14/2021,194.47,197.62,190.15,196.58,"100,112,668.11"
5/13/2021,200.51,202.15,186.55,190.56,"132,554,880.55"
5/12/2021,200.83,206.8,195.59,196.63,"101,471,039.47"
5/11/2021,199.75,209.03,198.53,205.73,"139,511,827.51"
5/10/2021,221.63,221.68,209.2,209.68,"94,177,345.18"
5/7/2021,221.93,230,220.07,224.12,"70,407,586.41"
5/6/2021,226.92,227.01,216.67,221.18,"83,353,940.35"
5/5/2021,227.02,228.43,222.45,223.65,"65,705,747.71"
5/4/2021,226.31,227.82,219.23,224.53,"89,218,046.22"
5/3/2021,234.6,235.33,226.83,228.3,"81,129,510.13"
4/30/2021,222.53,238.49,222.05,236.48,"122,276,288.28"
4/29/2021,233.17,234.08,222.83,225.67,"86,536,433.54"
4/28/2021,232.14,236.17,231.2,231.47,"66,813,207.81"
4/27/2021,239.32,241.33,234.45,234.91,"88,311,073.31"
4/26/2021,247,249.77,244.2,246.07,"93,115,599.12"
4/23/2021,239.93,245.79,238.49,243.13,"85,241,752.24"
4/22/2021,247.17,251.26,239.35,239.9,"106,770,871.77"
4/21/2021,234.92,248.28,232.67,248.04,"93,646,635.65"
4/20/2021,239.14,245.75,236.89,239.66,"106,827,220.83"
4/19/2021,239.87,241.8,230.6,238.21,"119,058,797.06"
4/16/2021,242.88,249.8,241.53,246.59,"83,938,661.94"
4/15/2021,247.7,247.9,240.44,246.28,"83,546,783.55"
4/14/2021,256.9,260.26,242.68,244.08,"147,052,449.05"
4/13/2021,237.57,254.33,236.89,254.11,"133,958,557.96"
4/12/2021,228.57,234.93,227.36,233.99,"87,407,097.41"
4/9/2021,225.92,226.99,223.14,225.67,"64,311,325.31"
4/8/2021,225.79,229.85,223.88,227.93,"71,773,058.77"
4/7/2021,229,230.46,222.61,223.66,"78,928,377.93"
4/6/2021,230.1,232.18,227.12,230.54,"84,815,601.82"
4/5/2021,235.9,236.05,228.23,230.35,"125,528,426.53"
4/1/2021,229.46,230.81,219.81,220.58,"105,895,239.90"
3/31/2021,215.54,224,213.7,222.64,"100,011,964.01"
3/30/2021,200.58,212.55,197,211.87,"118,297,195.30"
3/29/2021,205.21,205.49,198.67,203.76,"85,911,040.91"
3/26/2021,213.96,214.61,199.96,206.24,"101,558,582.56"
3/25/2021,204.33,215.17,203.17,213.46,"117,674,667.67"
3/24/2021,222.64,222.67,210.04,210.09,"101,385,623.39"
3/23/2021,225.26,225.93,219.17,220.72,"91,475,701.48"
3/22/2021,228.2,233.21,222.92,223.33,"118,536,781.54"
3/19/2021,215.53,219.08,208.21,218.29,"128,682,062.68"
3/18/2021,228.1,229.74,217.33,217.72,"100,107,166.11"
3/17/2021,218.96,234.58,217,233.94,"121,117,480.12"
3/16/2021,234.45,235.97,223.67,225.63,"96,587,112.59"
3/15/2021,231.36,237.73,228.01,235.98,"88,270,525.27"
3/12/2021,223.33,231.63,222.05,231.24,"100,751,620.75"
3/11/2021,233.13,234.17,225.73,233.2,"108,761,784.76"
3/10/2021,233.43,239.28,218.35,222.69,"181,817,197.82"
3/9/2021,202.73,226.03,198.4,224.53,"202,570,186.57"
3/8/2021,200.18,206.71,186.26,187.67,"155,361,029.36"
3/5/2021,208.69,209.28,179.83,199.32,"268,189,645.19"
3/4/2021,218.6,222.83,200,207.15,"197,758,787.76"
3/3/2021,229.33,233.57,217.23,217.73,"90,623,970.62"
3/2/2021,239.43,240.37,228.33,228.81,"71,196,545.20"
3/1/2021,230.04,239.67,228.35,239.48,"81,408,798.41"
2/26/2021,233.33,235.57,219.84,225.17,"123,267,642.27"
2/25/2021,242.05,245.74,223.53,227.41,"117,071,682.07"
2/24/2021,237.28,248.33,231.39,247.34,"110,300,960.30"
2/23/2021,220.71,237.87,206.33,232.95,"199,820,845.82"
2/22/2021,254.21,256.17,236.73,238.17,"111,809,259.81"
2/19/2021,265,265.6,259.12,260.43,"56,874,821.87"
2/18/2021,260.3,264.9,258.76,262.46,"53,871,227.87"
2/17/2021,259.7,266.61,254,266.05,"78,236,772.24"
2/16/2021,272.67,273.67,264.15,265.41,"59,407,031.41"
2/12/2021,267.09,272.44,261.78,272.04,"71,305,010.31"
2/11/2021,270.81,276.63,267.24,270.55,"64,868,323.87"
2/10/2021,281.21,281.61,266.67,268.27,"108,648,378.65"
2/9/2021,285.04,286.6,280.58,283.15,"45,472,998.47"
2/8/2021,289.89,292.59,284.92,287.81,"60,485,217.49"
2/5/2021,281.67,288.26,279.66,284.08,"55,699,966.70"
2/4/2021,285,285.5,277.81,283.33,"47,438,030.44"
2/3/2021,292.34,292.69,284.35,284.9,"55,030,585.03"
2/2/2021,281.56,293.5,280.73,290.93,"73,038,712.04"
2/1/2021,271.43,280.67,265.19,279.94,"76,174,231.17"
1/29/2021,276.67,280.8,260.03,264.51,"104,972,366.97"
1/28/2021,273.33,282.67,267,278.48,"79,134,223.13"
1/27/2021,290.12,297.17,286.22,288.05,"82,001,947.00"
1/26/2021,297.13,298.63,290.53,294.36,"69,394,878.39"
1/25/2021,285,300.13,279.61,293.6,"123,520,314.52"
1/22/2021,278.1,282.67,276.21,282.21,"60,199,551.20"
1/21/2021,285,285.24,280.47,281.66,"61,794,460.79"
1/20/2021,286.25,286.5,279.09,283.48,"76,997,726.00"
1/19/2021,279.27,283.33,277.67,281.52,"76,101,016.10"
1/15/2021,284,286.63,273.03,275.39,"116,332,904.33"
1/14/2021,281.13,287.67,279.58,281.67,"93,799,074.80"
1/13/2021,284.25,286.82,277.33,284.8,"99,937,587.94"
1/12/2021,277,289.33,275.78,283.15,"138,812,298.81"
1/11/2021,283.13,284.81,267.87,270.4,"178,662,616.66"
1/8/2021,285.33,294.83,279.46,293.34,"225,166,809.17"
1/7/2021,259.21,272.33,258.4,272.01,"154,496,998.50"
1/6/2021,252.83,258,249.7,251.99,"134,100,029.10"
1/5/2021,241.22,246.95,239.73,245.04,"96,735,591.74"
1/4/2021,239.82,248.16,239.06,243.26,"145,914,712.91"
12/31/2020,233.33,239.57,230.37,235.22,"148,949,932.95"
12/30/2020,224,232.2,222.79,231.59,"128,538,191.54"
12/29/2020,220.33,223.3,218.33,222,"68,732,501.73"
12/28/2020,224.84,227.13,220.27,221.23,"96,835,779.84"
